date,opponent,w/l,sp,k,e,ta,pct,ast,sa,se,re,dig,bs,ba,be,tb,bhe,pts,year,k_per_sp,e_per_sp,pts_per_sp,ast_to_e,sa_minus_se,total_blocks
8/18/2023,vs Grace,0,0.32806816967491476,-0.6313426541911098,1.654780747536632,0.20644042089259992,-1.4850335868724547,-0.3695049483671278,-0.2843479503659483,1.4326883865881423,0.907760810561504,-0.5741033937186107,-0.9836766256014916,1.1355636120363897,4.088809453713829,0.705549651017939,-0.8062257748298549,-0.4478144389787818,1.257453999181027,-1.0958090342545395,1.43837234009123,-0.9681981944799273,-1.0746798531577029,-1.2419903428088934,0.926610806939605
8/18/2023,vs Bethel,0,-0.9317136018767587,-0.6313426541911098,-0.10218461758981985,-0.48389155260021516,-0.3729292265863322,-0.2829867165543369,-0.5910603462662971,-0.2653126641829893,0.6093189002399138,-0.7728912234642794,-0.9836766256014916,0.4626370271259365,0.36818663327280926,0.0841481235159009,-0.06201736729460418,-0.6692231229717245,1.257453999181027,0.17340336000522671,0.6527454592221136,0.2469544616852315,-0.32749229400973723,-0.27655655406675766,0.2701190175211395
8/19/2023,vs Indiana South Bend,1,-0.9317136018767587,-0.37632626652345263,-1.7127362022890673,-1.0016405327198263,1.3059206249994493,-0.7155778756182911,0.32907684143474936,-0.944513084491442,-1.1813325616896284,-1.0213760106463654,-0.9836766256014916,1.1355636120363897,-0.5619690718374456,0.705549651017939,-0.8062257748298549,-0.07879996565721067,1.257453999181027,0.574207273981995,-1.5077284631679575,1.2190765866173592,1.4473380455136855,0.9302356818609122,0.926610806939605
8/19/2023,vs Indiana Northwest,1,-0.9317136018767587,-0.6313426541911098,1.215539406255019,-0.5414192170579497,-1.132154318704743,-0.5425414119927094,0.022364445534400527,0.074287545971237,-1.1813325616896284,-0.4250125214093592,-0.9836766256014916,0.4626370271259365,0.36818663327280926,0.0841481235159009,-0.8062257748298549,-0.521617333643096,1.257453999181027,0.17340336000522671,2.4204059411776258,0.48998499291826375,-1.0237992315295572,-0.035198106881223684,0.2701190175211395
9/6/2023,at Cornerstone (MI),0,-0.9317136018767587,-2.0764355176411673,-0.10218461758981985,-0.9728767004909592,-1.8272195438835694,-1.7537966573717811,-1.5111975339673436,-0.6049128743372156,0.012435079596733019,-0.8225881809006966,0.7980772622804553,-0.21028955778451658,0.36818663327280926,0.0841481235159009,-0.8062257748298549,-2.145281016258009,1.257453999181027,-2.09781881919646,0.6527454592221136,-2.1833508506450867,-1.1814211819490008,-0.7592734484378255,-0.058126877188093194
9/13/2023,Michigan-Dearborn,0,1.587849941226588,0.21871197136774745,0.3370567236917931,0.43655107872353827,-0.21252955923737205,0.06308621069682645,2.1693512168368425,-0.2653126641829893,1.2062027208830943,-0.921982095773531,0.7980772622804553,1.1355636120363897,-0.5619690718374456,1.326951178519977,-0.8062257748298549,1.0282434543075027,1.257453999181027,-1.0557286428568626,-0.5649762061250178,-0.45783407889056027,-0.40174686027445133,1.8956694706030481,1.2548567016488377
9/15/2023,Rochester University,1,-0.9317136018767587,0.13370650881186172,-0.9806673001530458,-0.9728767004909592,1.3700804919390333,0.32264090613519897,-0.5910603462662971,0.7534879662796896,-1.4797744720112187,-0.7231942660278623,-0.09279968166051814,0.12617373467070994,-0.5619690718374456,0.0841481235159009,0.6821910402406466,-0.004997070992896451,1.257453999181027,1.3758151019355318,-0.5256948620815615,1.3405918522338747,0.9928676474838807,-1.0006318956233595,0.10599607016652315
9/16/2023,at Concordia (MI),1,1.587849941226588,2.0038266850413478,0.04422916283738446,1.5008128711916282,0.7391751336997906,1.8799690787654342,0.32907684143474936,-0.2653126641829893,2.1015284518478654,1.0658962016831561,-0.09279968166051814,1.1355636120363897,-0.5619690718374456,1.016250414768958,-0.06201736729460418,2.061483979607902,1.257453999181027,0.6276477958455646,-0.8006642703857525,0.5628941522881731,0.777592220964476,0.44751878748984425,1.0907337542942213
9/20/2023,at Madonna,0,0.32806816967491476,-0.29132080396756693,0.19064294326458878,0.2352042531214672,-0.4905556493089027,-0.10995025292875522,0.942501633235447,1.093088176433916,0.6093189002399138,0.12165401039122979,-0.09279968166051814,1.472026904491616,-0.5619690718374456,1.326951178519977,0.6821910402406466,0.29021450766436047,1.257453999181027,-0.6950051202777711,-0.03467806153836374,-0.056833702356057864,-0.40968857452810103,-0.035198106881223684,1.4189796490034539
9/22/2023,Siena Heights,0,0.32806816967491476,-0.37632626652345263,-0.10218461758981985,0.5803702398678747,-0.533328893935292,-0.5425414119927094,0.022364445534400527,3.130689437359274,0.907760810561504,0.12165401039122979,2.579831150162402,0.799100319581163,-0.5619690718374456,1.637651942270996,0.6821910402406466,0.06880582367141777,1.257453999181027,-0.7952060987719631,-0.3292881418642825,-0.3302430499932187,-0.47818562717548957,-2.2074241315510297,1.2548567016488377
9/27/2023,at Lourdes,1,1.587849941226588,0.30371743392363315,0.19064294326458878,0.9543000588431496,-0.2659961150203588,0.5821956015735715,2.1693512168368425,0.4138877561254633,-0.28600683072485733,0.8174114145010704,-0.9836766256014916,1.1355636120363897,1.2983423383830641,0.705549651017939,2.1706078553111485,0.9544405596431885,1.257453999181027,-0.9755678600615086,-0.6828202382553848,-0.5307432382604702,-0.0443713866118676,1.4129525762319801,0.926610806939605
